,count,POS_Tag,word,PMI_Negative,SOW,PMI_Positive,tag
139411,2,VBG,stetting,-1.42520661085,-0.860199755057,-2.28540636591,1
139418,688,JJ,related,-1.54769061738,-0.624821692126,-2.1725123095,1
139431,1,VBN,oked,,-1.28540636591,-1.28540636591,1
139433,1,RB,adjacently,-0.425206610853,0.425206610853,,1
139434,1,VBN,looooooked,-0.425206610853,0.425206610853,,1
139438,5,VBD,whooped,-1.74713470574,-0.275237254336,-2.02237196008,1
139440,1,JJ,unpressed,-0.425206610853,0.425206610853,,1
139447,48,JJ,plural,-1.6178516888,-0.497629675672,-2.11548136447,1
139465,4,VBG,maintaing,-2.42520661085,0.724762745664,-1.70044386519,1
139466,9,VBG,repairing,-0.787776690238,-2.66755467711,-3.45533136735,1
139474,31,VBG,heartbreaking,-1.29194007999,-1.14030767425,-2.43224775424,1
139475,5,VBG,rustling,-0.74713470574,-2.86019975506,-3.6073344608,1
139483,1,VBG,eyecatching,,-1.28540636591,-1.28540636591,1
139494,1,VBG,wakening,,-1.28540636591,-1.28540636591,1
139497,4,RB,intuitively,-1.42520661085,-0.860199755057,-2.28540636591,1
139514,53,JJ,unwashed,-0.795575060798,-2.63278925895,-3.42836431975,1
139520,1,VBG,satisfing,,-1.28540636591,-1.28540636591,1
139529,1,JJ,dateable,-0.425206610853,0.425206610853,,1
139547,4,VBN,baptized,-2.42520661085,0.724762745664,-1.70044386519,1
139556,1,JJ,devourable,,-1.28540636591,-1.28540636591,1
139559,2,VBN,sursprised,-0.425206610853,0.425206610853,,1
139560,1,VBN,orgainized,-0.425206610853,0.425206610853,,1
139561,84,VBG,limiting,-1.64759903219,-0.445162255778,-2.09276128797,1
139564,3,VBG,savouring,-1.01016911157,-1.86019975506,-2.87036886663,1
139565,17,VBG,squealing,-1.5126694521,-0.690274753615,-2.20294420572,1
139566,1,RB,tewtelly,,-1.28540636591,-1.28540636591,1
139568,1,JJ,bobalicious,,-1.28540636591,-1.28540636591,1
139574,13,RB,outwardly,-1.12564632899,-1.53827166017,-2.66391798916,1
139575,1,VBN,bithed,,-1.28540636591,-1.28540636591,1
139582,133,VBN,alerted,-1.08817162358,-1.63780733372,-2.7259789573,1
139588,1,VBG,asnwering,,-1.28540636591,-1.28540636591,1
139594,1,JJ,attentaive,,-1.28540636591,-1.28540636591,1
139611,12,RB,undoubtably,-0.688241016687,-3.18212784994,-3.87036886663,1
139613,1,VBN,lamed,-0.425206610853,0.425206610853,,1
139618,139,VBG,snacking,-1.84370796544,-0.117695977349,-1.96140394278,1
139620,251,VBG,cracking,-1.79683732262,-0.193326056549,-1.99016337917,1
139624,1,JJ,localoclaocal,,-1.28540636591,-1.28540636591,1
139626,23,JJ,voracious,-2.36380606619,0.642300585472,-1.72150548072,1
139629,57,VBG,fricking,-1.40011562989,-0.910825828127,-2.31094145802,1
139643,1,VBN,sakied,,-1.28540636591,-1.28540636591,1
139649,1,VBG,13something,-0.425206610853,0.425206610853,,1
139666,1,JJ,nepolese,,-1.28540636591,-1.28540636591,1
139667,3,VBN,steamrolled,-2.01016911157,0.139800244943,-1.87036886663,1
139673,19,VBN,chanced,-2.35120602941,0.625227072113,-1.7259789573,1
139677,1,VBG,ataying,-0.425206610853,0.425206610853,,1
139681,6,VBG,trotting,-3.01016911157,1.46172833983,-1.54844077174,1
139682,83,VBG,gouging,-0.893355446591,-2.24352839461,-3.1368838412,1
139690,641,RB,roughly,-1.39624033197,-0.918725831664,-2.31496616364,1
139691,1,RB,sinisterly,,-1.28540636591,-1.28540636591,1
139692,1,RB,unheathly,-0.425206610853,0.425206610853,,1
139698,1,VBG,frusterating,,-1.28540636591,-1.28540636591,1
139699,6965,VBG,watching,-1.8231535387,-0.150677107839,-1.97383064654,1
139704,1,RB,gustatorially,,-1.28540636591,-1.28540636591,1
139710,5,VBG,cocktailing,-2.74713470574,1.13980024494,-1.6073344608,1
139714,17,VBN,queried,-1.34274445066,-1.0301247565,-2.37286920716,1
139718,1,VBN,explanded,-0.425206610853,0.425206610853,,1
139728,6,VBG,infesting,-1.01016911157,-1.86019975506,-2.87036886663,1
139734,565,JJ,inventive,-2.47985082691,0.797171241192,-1.68267958571,1
139737,237,VBN,acquired,-2.14402485831,0.336197457746,-1.80782740056,1
139748,1,VBG,sesting,,-1.28540636591,-1.28540636591,1
139754,1,JJ,faneffingtastic,,-1.28540636591,-1.28540636591,1
139765,13,JJ,masochistic,-1.12564632899,-1.53827166017,-2.66391798916,1
139779,15,VBG,withstanding,-2.01016911157,0.139800244943,-1.87036886663,1
139780,6,VBN,redheaded,-2.01016911157,0.139800244943,-1.87036886663,1
139782,97,JJ,undrinkable,-0.598854698338,-3.82703289112,-4.42588758946,1
139790,6,VBG,reconnecting,-3.01016911157,1.46172833983,-1.54844077174,1
139794,1,VBG,tatsting,-0.425206610853,0.425206610853,,1
139798,1,RB,undrinkably,,-1.28540636591,-1.28540636591,1
139800,1,JJ,unconversational,-0.425206610853,0.425206610853,,1
139814,1,JJ,seussian,,-1.28540636591,-1.28540636591,1
139815,1,VBG,amszing,,-1.28540636591,-1.28540636591,1
139818,1,JJ,uninteractive,-0.425206610853,0.425206610853,,1
139826,17,VBG,flopping,-1.34274445066,-1.0301247565,-2.37286920716,1
139850,38,JJ,inconspicuous,-2.6731341243,1.04669084055,-1.62644328375,1
139852,236,VBN,abandoned,-1.41303189691,-0.884652798782,-2.29768469569,1
139881,4,VBG,henning,,-1.28540636591,-1.28540636591,1
139888,1,VBN,accompamied,,-1.28540636591,-1.28540636591,1
139890,1,VBN,connotated,,-1.28540636591,-1.28540636591,1
139893,995,JJ,underwhelmed,-0.654138582731,-3.39999593973,-4.05413452246,1
139907,1,RB,grizzely,-0.425206610853,0.425206610853,,1
139910,8,JJ,extrordinary,-2.42520661085,0.724762745664,-1.70044386519,1
139917,1,VBN,purcased,-0.425206610853,0.425206610853,,1
139925,1,RB,booradly,-0.425206610853,0.425206610853,,1
139927,35,VBN,plowed,-1.38456462636,-0.942661915249,-2.3272265416,1
139930,7,VBN,banded,-3.23256153291,1.72476274566,-1.50779878725,1
139938,258,RB,firstly,-1.16964732558,-1.42654657761,-2.59619390319,1
139949,2,VBN,endeavored,-1.42520661085,-0.860199755057,-2.28540636591,1
139951,6,VBG,fancying,-2.01016911157,0.139800244943,-1.87036886663,1
139952,1,RB,immideletly,-0.425206610853,0.425206610853,,1
139953,1,JJ,whimsycal,,-1.28540636591,-1.28540636591,1
139954,5,VBN,decored,-1.74713470574,-0.275237254336,-2.02237196008,1
139959,1,JJ,electrician,-0.425206610853,0.425206610853,,1
139965,1,VBN,expereiced,,-1.28540636591,-1.28540636591,1
139976,15,JJ,unprecedented,-1.74713470574,-0.275237254336,-2.02237196008,1
139984,1,JJ,wagnerian,,-1.28540636591,-1.28540636591,1
139985,2,VBN,downturned,-0.425206610853,0.425206610853,,1
140008,1,VBN,spisested,,-1.28540636591,-1.28540636591,1
140017,978,VBN,scared,-1.79665484158,-0.193623488782,-1.99027833037,1
140025,35,VBG,racking,-1.38456462636,-0.942661915249,-2.3272265416,1
140030,1,RB,intlly,,-1.28540636591,-1.28540636591,1
140033,111,JJ,realistic,-1.63465997648,-0.467882332278,-2.10254230876,1
140034,1,RB,definily,,-1.28540636591,-1.28540636591,1
140049,50,VBG,dangling,-1.36862308249,-0.975676972477,-2.34430005496,1
140053,1,VBG,fulfiling,,-1.28540636591,-1.28540636591,1
140061,4,VBN,servied,-1.42520661085,-0.860199755057,-2.28540636591,1
140068,1,RB,controversially,,-1.28540636591,-1.28540636591,1
140077,31,JJ,distressed,-1.29194007999,-1.14030767425,-2.43224775424,1
140079,2,VBG,channing,,-1.28540636591,-1.28540636591,1
140080,1,JJS,naughtiest,,-1.28540636591,-1.28540636591,1
140081,21,VBG,rethinking,-1.11708431549,-1.5606394732,-2.67772378869,1
140083,2,VBN,delapitated,-1.42520661085,-0.860199755057,-2.28540636591,1
140089,2,JJ,altantic,-1.42520661085,-0.860199755057,-2.28540636591,1
140110,4,VBN,stymied,-1.42520661085,-0.860199755057,-2.28540636591,1
140114,1,JJ,knowledeable,,-1.28540636591,-1.28540636591,1
140120,60,VBN,mailed,-1.37790089607,-0.956415070316,-2.33431596639,1
140124,18,VBG,teaming,-1.78777669024,-0.208123058477,-1.99589974872,1
140133,2818,JJ,venetian,-2.10758537763,0.283564052482,-1.82402132515,1
140134,1,VBN,fingeprinted,,-1.28540636591,-1.28540636591,1
140141,51,VBG,stirring,-1.14343564244,-1.49246797056,-2.63590361299,1
140143,7,VBG,unfolding,-2.23256153291,0.46172833983,-1.77083319308,1
140164,12,VBG,trailing,-2.01016911157,0.139800244943,-1.87036886663,1
140168,5,JJ,upsidedown,-1.74713470574,-0.275237254336,-2.02237196008,1
140173,1,RB,scntily,-0.425206610853,0.425206610853,,1
140184,30,VBN,toured,-3.01016911157,1.46172833983,-1.54844077174,1
140194,29,VBG,satiating,-2.47583268392,0.791876941523,-1.6839557424,1
140202,20,VBN,risked,-1.0466949876,-1.75328455114,-2.79997953874,1
140203,1,JJ,ecelctic,,-1.28540636591,-1.28540636591,1
140204,1,VBG,misspeaking,-0.425206610853,0.425206610853,,1
140207,1,RB,perdecrly,,-1.28540636591,-1.28540636591,1
140208,1,RB,unsiightly,-0.425206610853,0.425206610853,,1
140211,11,VBN,alienated,-0.714713228048,-3.0301247565,-3.74483798455,1
140233,113,VBG,sopping,-1.78595395463,-0.211106916916,-1.99706087155,1
140246,1,JJ,unexpectant,,-1.28540636591,-1.28540636591,1
140250,1,JJ,vomitous,-0.425206610853,0.425206610853,,1
140258,26,JJ,eligible,-1.21875573339,-1.30765873203,-2.52641446541,1
140259,30,VBG,snowing,-2.5247422844,0.856007278942,-1.66873500546,1
140281,1,VBG,paralayzing,-0.425206610853,0.425206610853,,1
140293,1,RB,experimentally,-0.425206610853,0.425206610853,,1
140298,2,VBN,amricanized,-1.42520661085,-0.860199755057,-2.28540636591,1
140300,1,RB,obsecenely,,-1.28540636591,-1.28540636591,1
140302,97,JJ,customizable,-2.7771919396,1.17727495036,-1.59991698923,1
140304,1,VBN,concaved,-0.425206610853,0.425206610853,,1
140323,1,JJ,sodelicious,,-1.28540636591,-1.28540636591,1
140325,969,VBD,attended,-1.89023224596,-0.0440639474573,-1.93429619342,1
140332,2,RB,haughtily,-0.425206610853,0.425206610853,,1
140337,1,JJ,provolonecheese,,-1.28540636591,-1.28540636591,1
140356,193,VBG,interrupting,-1.01766364812,-1.83783194203,-2.85549559015,1
140359,3,JJ,derricious,,-1.28540636591,-1.28540636591,1
140362,8,VBN,auctioned,-0.617851688795,-3.66755467711,-4.28540636591,1
140364,8,JJ,terriable,-0.425206610853,0.425206610853,,1
140374,1,JJ,schmappy,-0.425206610853,0.425206610853,,1
140381,1,VBG,accomdoating,,-1.28540636591,-1.28540636591,1
140387,6,RB,noisily,-0.688241016687,-3.18212784994,-3.87036886663,1
140390,1,RB,heavingly,,-1.28540636591,-1.28540636591,1
140393,234,RB,magically,-1.48821640838,-0.736817339552,-2.22503374793,1
140394,143,VBN,owed,-0.91265260566,-2.17507309241,-3.08772569807,1
140396,2,JJ,untasteful,-0.425206610853,0.425206610853,,1
140400,29,JJ,psychological,-1.28318760598,-1.15976003692,-2.4429476429,1
140409,1,JJ,discussable,-0.425206610853,0.425206610853,,1
140413,2,VBG,cherishing,,-1.28540636591,-1.28540636591,1
140415,1,VBG,themeing,,-1.28540636591,-1.28540636591,1
140419,44,VBG,occupying,-1.18419851135,-1.39071447176,-2.57491298311,1
140429,1,VBN,rumified,,-1.28540636591,-1.28540636591,1
140430,7,VBN,suffocated,-1.64759903219,-0.445162255778,-2.09276128797,1
140442,1,VBN,misnumbered,-0.425206610853,0.425206610853,,1
140460,1,JJ,unessential,,-1.28540636591,-1.28540636591,1
140468,4,JJ,earlyish,,-1.28540636591,-1.28540636591,1
140471,10,VBD,leaped,-2.74713470574,1.13980024494,-1.6073344608,1
140476,1,JJ,inormous,,-1.28540636591,-1.28540636591,1
140490,939,VBG,reviewing,-1.73033235018,-0.303350890545,-2.03368324072,1
140495,16,VBN,livened,-2.10327851597,0.277303768693,-1.82597474727,1
140496,1,VBN,desappointed,,-1.28540636591,-1.28540636591,1
140506,2,VBN,caterered,-1.42520661085,-0.860199755057,-2.28540636591,1
140508,2,VBN,retooled,-0.425206610853,0.425206610853,,1
140515,1,VBN,spated,-0.425206610853,0.425206610853,,1
140516,11,VBN,arived,-1.5627101346,-0.597165349223,-2.15987548383,1
140525,1,JJ,sarcatic,,-1.28540636591,-1.28540636591,1
140533,2,JJ,legandary,-0.425206610853,0.425206610853,,1
140537,2,RB,fleetingly,-0.425206610853,0.425206610853,,1
140541,134,VBN,discontinued,-1.34154868181,-1.03266695106,-2.37421563287,1
140543,19,JJ,artisinal,-1.6731341243,-0.40076813642,-2.07390226072,1
140545,2,VBG,programing,-0.425206610853,0.425206610853,,1
140559,3,VBN,telephoned,-1.01016911157,-1.86019975506,-2.87036886663,1
140564,1,JJ,instinctive,,-1.28540636591,-1.28540636591,1
140565,4,VBN,tableclothed,-2.42520661085,0.724762745664,-1.70044386519,1
140566,32,VBN,fetched,-1.17727909741,-1.40768755036,-2.58496664777,1
140570,17,VBN,conned,-0.605778856495,-3.76709035067,-4.37286920716,1
140574,2,JJS,winiest,-1.42520661085,-0.860199755057,-2.28540636591,1
140576,158,VBD,exploded,-2.2371342627,0.468126111028,-1.76900815167,1
140579,1,VBN,seenmed,-0.425206610853,0.425206610853,,1
140587,1,VBN,programed,,-1.28540636591,-1.28540636591,1
140590,10,VBG,zoning,-1.74713470574,-0.275237254336,-2.02237196008,1
140596,1,RB,thankfiully,,-1.28540636591,-1.28540636591,1
140598,2079,VBN,braised,-2.48977861215,0.810232087853,-1.6795465243,1
140600,4,JJ,gluttenous,,-1.28540636591,-1.28540636591,1
140606,1,JJ,unpaletable,-0.425206610853,0.425206610853,,1
140607,84,RB,haphazardly,-0.817524033632,-2.53827166017,-3.3557956938,1
140615,3,VBN,brimmed,,-1.28540636591,-1.28540636591,1
140616,2,RB,flamboyantly,-0.425206610853,0.425206610853,,1
140617,1,JJ,unaccented,-0.425206610853,0.425206610853,,1
140619,928,VBN,addicted,-3.80745417501,2.37659381442,-1.4308603606,1
140622,1,JJ,loquatious,,-1.28540636591,-1.28540636591,1
140624,9,VBN,blushed,-2.01016911157,0.139800244943,-1.87036886663,1
140639,16,VBN,snaked,-1.42520661085,-0.860199755057,-2.28540636591,1
140654,28,VBG,excepting,-1.42520661085,-0.860199755057,-2.28540636591,1
140657,7,RB,earnestly,-1.23256153291,-1.27523725434,-2.50779878725,1
140660,1,VB,actualize,,-1.28540636591,-1.28540636591,1
140671,5,VBG,chillaxing,-1.74713470574,-0.275237254336,-2.02237196008,1
140678,1,JJ,sensical,,-1.28540636591,-1.28540636591,1
140681,3,VBG,muscling,-0.425206610853,0.425206610853,,1
140699,4,VBN,shelved,-1.42520661085,-0.860199755057,-2.28540636591,1
140709,1,VBG,shacking,-0.425206610853,0.425206610853,,1
140719,53,JJ,unfilled,-0.983202063974,-1.94266191525,-2.92586397922,1
140720,26,RB,playfully,-2.12564632899,0.309725246385,-1.81592108261,1
140725,44,VBD,winded,-1.63671071605,-0.464271078726,-2.10098179477,1
140737,348,RB,similarly,-1.22429391693,-1.2946025792,-2.51889649613,1
140748,1,JJ,undescernable,-0.425206610853,0.425206610853,,1
140751,768,VBG,ranging,-2.33068901207,0.597311257518,-1.73337775455,1
140752,1,VBN,deconstruced,,-1.28540636591,-1.28540636591,1
140759,1,JJ,vieatnamese,,-1.28540636591,-1.28540636591,1
140760,2,JJ,unprofessinal,-0.425206610853,0.425206610853,,1
140762,50,JJS,oddest,-1.02466868127,-1.81713103317,-2.84179971443,1
140763,1,JJ,innatentive,-0.425206610853,0.425206610853,,1
140771,1,JJS,wackiest,,-1.28540636591,-1.28540636591,1
140781,3,VBG,outfuckingstanding,,-1.28540636591,-1.28540636591,1
140787,6,JJ,unintended,-2.01016911157,0.139800244943,-1.87036886663,1
140801,2,VBN,relaunched,-1.42520661085,-0.860199755057,-2.28540636591,1
140803,1,VBN,frequeneted,,-1.28540636591,-1.28540636591,1
140804,1,VBG,irrating,-0.425206610853,0.425206610853,,1
140807,1,JJ,huveous,,-1.28540636591,-1.28540636591,1
140808,1,RB,simulataneously,-0.425206610853,0.425206610853,,1
140823,1,RB,belvidere,,-1.28540636591,-1.28540636591,1
140837,1,VBN,blackmailed,,-1.28540636591,-1.28540636591,1
140848,1,VBN,tattled,-0.425206610853,0.425206610853,,1
140850,26,VBG,emailing,-1.21875573339,-1.30765873203,-2.52641446541,1
140861,4,JJ,pretensious,-1.42520661085,-0.860199755057,-2.28540636591,1
140881,7,JJ,undue,-0.910633438023,-2.18212784994,-3.09276128797,1
140893,4,JJ,unrequested,-2.42520661085,0.724762745664,-1.70044386519,1
140899,101,VBG,reheating,-1.32853059144,-1.06049840554,-2.38902899698,1
140906,109,RB,heartily,-2.28650034002,0.536690397511,-1.74980994251,1
140910,34,RB,emphatically,-1.5126694521,-0.690274753615,-2.20294420572,1
140917,1,VBN,recommedated,,-1.28540636591,-1.28540636591,1
140918,11,VBN,stammered,-1.07728330743,-1.66755467711,-2.74483798455,1
140921,1,JJ,electletic,,-1.28540636591,-1.28540636591,1
140937,40,VBG,rumbling,-1.74713470574,-0.275237254336,-2.02237196008,1
140938,1,VBG,slutting,,-1.28540636591,-1.28540636591,1
140941,4,VBG,thirtysomething,-1.42520661085,-0.860199755057,-2.28540636591,1
140962,243,RB,unexpectedly,-2.4673760651,0.780719151638,-1.68665691346,1
140967,16,VBG,chowking,-1.10327851597,-1.59716534922,-2.70044386519,1
140978,1,JJ,venezuelian,,-1.28540636591,-1.28540636591,1
140979,1,VBG,escripdining,,-1.28540636591,-1.28540636591,1
140982,1,RB,idiosyncratically,,-1.28540636591,-1.28540636591,1
140985,1,RB,inspiringly,,-1.28540636591,-1.28540636591,1
140987,3,RB,imposingly,-1.01016911157,-1.86019975506,-2.87036886663,1
140994,2681,VBN,rolled,-1.50314933318,-0.708310264119,-2.2114595973,1
141003,1645,VBG,poisoning,-0.542073109229,-4.4272051253,-4.96927823453,1
141011,1,VBN,ponzued,,-1.28540636591,-1.28540636591,1
141014,92,VBG,sacrificing,-2.36380606619,0.642300585472,-1.72150548072,1
141032,15,JJ,unbuttoned,-1.33209720646,-1.052844833,-2.38494203946,1
141036,1,JJ,naploenian,-0.425206610853,0.425206610853,,1
141053,1,VBN,sponged,-0.425206610853,0.425206610853,,1
141063,1,VB,overemphasize,-0.425206610853,0.425206610853,,1
141077,1,VB,khorish,,-1.28540636591,-1.28540636591,1
141082,2165,JJ,eastern,-1.98375748074,0.0999992368849,-1.88375824386,1
141095,1,JJ,unctiious,,-1.28540636591,-1.28540636591,1
141096,1,VBN,swinged,-0.425206610853,0.425206610853,,1
141115,454,VBG,remembering,-1.86805080567,-0.0789971208555,-1.94704792653,1
141127,3,VBG,campaigning,-1.01016911157,-1.86019975506,-2.87036886663,1
141131,1,VBG,sickling,,-1.28540636591,-1.28540636591,1
141141,1,VBN,fiegured,-0.425206610853,0.425206610853,,1
141147,1,VBG,clubing,,-1.28540636591,-1.28540636591,1
141161,3,RB,confusedly,-0.425206610853,0.425206610853,,1
141166,1,JJ,unfatty,,-1.28540636591,-1.28540636591,1
141171,2,VBN,disseminated,-0.425206610853,0.425206610853,,1
141183,1,JJ,seasaonal,,-1.28540636591,-1.28540636591,1
141185,27,VBN,reckoned,-2.5951316123,0.947155167,-1.64797644529,1
141186,1,RB,delictely,,-1.28540636591,-1.28540636591,1
141198,30,VBG,exclaiming,-2.01016911157,0.139800244943,-1.87036886663,1
141201,3,JJ,idian,-2.01016911157,0.139800244943,-1.87036886663,1
141202,749,VBG,rushing,-1.05516528204,-1.72921444288,-2.78437972492,1
141203,23,VBG,succeeding,-1.24832884877,-1.23871137831,-2.48704022708,1
141207,5,VBN,keeled,-1.16217220502,-1.44516225578,-2.6073344608,1
141259,48,VBN,misled,-1.01016911157,-1.86019975506,-2.87036886663,1
141260,1,VBN,decried,-0.425206610853,0.425206610853,,1
141264,253,VBN,sundried,-2.25845306604,0.497847765637,-1.76060530041,1
141271,33216,JJ,old,-1.6035278503,-0.523193437823,-2.12672128812,1
141291,16,VBN,ruffled,-2.10327851597,0.277303768693,-1.82597474727,1
141299,6,VBG,overbooking,-0.425206610853,0.425206610853,,1
141302,43,VBN,summoned,-1.3279094095,-1.06183361623,-2.38974302572,1
141305,1,VBG,seafooding,,-1.28540636591,-1.28540636591,1
141309,1,RB,unbelievabely,,-1.28540636591,-1.28540636591,1
141311,1,JJ,curvaceous,,-1.28540636591,-1.28540636591,1
141317,1,VBG,oscillating,-0.425206610853,0.425206610853,,1
141320,1,VBG,schlopping,,-1.28540636591,-1.28540636591,1
141324,10,VBG,bowing,-2.16217220502,0.362192666279,-1.79997953874,1
141352,1,VBN,dettached,,-1.28540636591,-1.28540636591,1
141353,1,VBG,redeembing,,-1.28540636591,-1.28540636591,1
141357,1,VBN,hijaked,-0.425206610853,0.425206610853,,1
141364,1,RB,cursively,-0.425206610853,0.425206610853,,1
141366,178,VBN,frazzled,-1.05544999087,-1.7284098825,-2.78385987338,1
141371,2,JJ,sumptious,-0.425206610853,0.425206610853,,1
141385,1,RB,freddurst,,-1.28540636591,-1.28540636591,1
141387,2,VBG,intertaining,-1.42520661085,-0.860199755057,-2.28540636591,1
141390,160,VBG,forming,-1.79293839535,-0.199686221329,-1.99262461668,1
141399,1,VBN,oacked,-0.425206610853,0.425206610853,,1
141402,1,VBN,charbroilled,,-1.28540636591,-1.28540636591,1
141409,10,VBG,discarding,-1.42520661085,-0.860199755057,-2.28540636591,1
141410,1,RB,moldly,-0.425206610853,0.425206610853,,1
141411,1,RB,ellsewhere,,-1.28540636591,-1.28540636591,1
141418,1,RB,knarly,-0.425206610853,0.425206610853,,1
141419,1,JJ,h0rrible,-0.425206610853,0.425206610853,,1
141432,2,VBN,triied,-0.425206610853,0.425206610853,,1
141475,1,VBN,pluraled,-0.425206610853,0.425206610853,,1
141479,599,VBN,truffled,-2.76897575428,1.16705027935,-1.60192547493,1
141482,1,VBG,underpinning,,-1.28540636591,-1.28540636591,1
141483,79,JJ,tahitian,-3.26955574039,1.76783146756,-1.50172427284,1
141491,12,JJ,quandary,-1.68824101669,-0.374772927887,-2.06301394457,1
141509,1,RB,growlingly,,-1.28540636591,-1.28540636591,1
141510,2,VBN,equalized,,-1.28540636591,-1.28540636591,1
141515,65,VBN,aligned,-1.80371823411,-0.182127849944,-1.98584608405,1
141518,8,JJ,happpy,-1.42520661085,-0.860199755057,-2.28540636591,1
141519,1,VBN,soulified,,-1.28540636591,-1.28540636591,1
141528,1,RB,choclately,-0.425206610853,0.425206610853,,1
141533,1,RB,glefully,,-1.28540636591,-1.28540636591,1
141536,3,JJ,navigable,,-1.28540636591,-1.28540636591,1
141545,1,RB,luckally,-0.425206610853,0.425206610853,,1
141554,1,VBN,premashed,,-1.28540636591,-1.28540636591,1
141559,1,JJ,applebeesian,,-1.28540636591,-1.28540636591,1
141560,1,VBG,pixilating,-0.425206610853,0.425206610853,,1
141565,1,VBN,realozed,-0.425206610853,0.425206610853,,1
141567,1,VBN,opoted,,-1.28540636591,-1.28540636591,1
141587,7,VBN,bulldozed,-2.23256153291,0.46172833983,-1.77083319308,1
141593,1,VBN,overooked,-0.425206610853,0.425206610853,,1
141596,1,JJ,inquiried,-0.425206610853,0.425206610853,,1
141605,4,JJ,delicuous,,-1.28540636591,-1.28540636591,1
141609,1297,VBG,falling,-1.21158052343,-1.32467618707,-2.5362567105,1
141615,8,VBG,totalling,-1.10327851597,-1.59716534922,-2.70044386519,1
141616,1,VBG,ramming,,-1.28540636591,-1.28540636591,1
141630,1,VBG,cheacking,,-1.28540636591,-1.28540636591,1
141632,6,VBN,reamed,-1.42520661085,-0.860199755057,-2.28540636591,1
141646,1,JJ,insanitary,-0.425206610853,0.425206610853,,1
141663,1,RB,sottocenere,,-1.28540636591,-1.28540636591,1
141666,1,RB,phillly,-0.425206610853,0.425206610853,,1
141671,1,VBN,overbleached,,-1.28540636591,-1.28540636591,1
141674,2,VBG,distancing,-1.42520661085,-0.860199755057,-2.28540636591,1
141675,3,JJ,anatomical,-1.01016911157,-1.86019975506,-2.87036886663,1
141685,1099,VBG,loving,-2.36227535513,0.640229235452,-1.72204611967,1
141690,1,JJ,unsalveageable,-0.425206610853,0.425206610853,,1
141704,2,JJ,rediculious,-0.425206610853,0.425206610853,,1
141717,2,JJ,flavorous,-0.425206610853,0.425206610853,,1
141723,137,VBN,lighted,-2.13092127103,0.317338430495,-1.81358284054,1
141725,1,VBN,chagned,,-1.28540636591,-1.28540636591,1
141726,1,VBN,provded,,-1.28540636591,-1.28540636591,1
141729,1,VBG,defusing,-0.425206610853,0.425206610853,,1
141736,1,VBG,drowining,-0.425206610853,0.425206610853,,1
141741,1,JJ,rumliscious,-0.425206610853,0.425206610853,,1
141749,1,VBN,preempted,,-1.28540636591,-1.28540636591,1
141752,306,VBN,divided,-1.95467399898,0.0557359801544,-1.89893801883,1
141756,1,RB,hazardously,-0.425206610853,0.425206610853,,1
141760,5,VBG,advancing,-2.74713470574,1.13980024494,-1.6073344608,1
141761,2,RB,qucikly,-1.42520661085,-0.860199755057,-2.28540636591,1
141764,26,JJ,orginal,-1.95572132755,0.0573380847509,-1.8983832428,1
141766,7,VBN,revolted,-0.647599032189,-3.44516225578,-4.09276128797,1
141769,1,VBN,sandbagged,-0.425206610853,0.425206610853,,1
141774,4,VBG,gumming,-0.840244110132,-2.44516225578,-3.28540636591,1
141776,1,VBN,satifised,,-1.28540636591,-1.28540636591,1
141780,5,RB,standardly,-2.74713470574,1.13980024494,-1.6073344608,1
141781,1,VBG,cubicitconsulting,,-1.28540636591,-1.28540636591,1
141783,3,VBG,narrating,-0.425206610853,0.425206610853,,1
141785,19,VBN,insulated,-1.86577920224,-0.0825921763936,-1.94837137863,1
141822,2,VBD,stampeded,-1.42520661085,-0.860199755057,-2.28540636591,1
141830,1,RB,officiously,,-1.28540636591,-1.28540636591,1
141833,8,VBN,paraded,-1.84024411013,-0.123234160891,-1.96347827102,1
141842,22,VB,oversize,-1.71471322805,-0.329685038358,-2.04439826641,1
141856,426,VBN,compelled,-1.43199577652,-0.846653223219,-2.27864899973,1
141860,1,JJ,ridiclous,-0.425206610853,0.425206610853,,1
141862,1,JJ,frexican,,-1.28540636591,-1.28540636591,1
141865,6,VBN,smarted,-1.01016911157,-1.86019975506,-2.87036886663,1
141866,1,VBN,sicked,-0.425206610853,0.425206610853,,1
141873,1,VBN,corened,-0.425206610853,0.425206610853,,1
141887,4,VBN,fluted,-1.42520661085,-0.860199755057,-2.28540636591,1
141891,2,RB,inconstantly,-1.42520661085,-0.860199755057,-2.28540636591,1
141895,2,VBG,paling,,-1.28540636591,-1.28540636591,1
141897,1,JJ,increditable,,-1.28540636591,-1.28540636591,1
141903,2,RB,bly,-0.425206610853,0.425206610853,,1
141914,1,VBG,dethroning,,-1.28540636591,-1.28540636591,1
141917,107,VBG,exploding,-2.6431116412,1.00855571166,-1.63455592953,1
141921,8,JJ,ble,-1.84024411013,-0.123234160891,-1.96347827102,1
141929,1147,VBN,complimented,-3.33146844418,1.83951444381,-1.49195400036,1
141935,1,VBN,remainded,,-1.28540636591,-1.28540636591,1
141940,47,VBG,spooning,-2.65786736764,1.02732551568,-1.63054185196,1
141946,30,JJ,unnamed,-1.74713470574,-0.275237254336,-2.02237196008,1
141949,1,JJ,duble,-0.425206610853,0.425206610853,,1
141954,3,VBG,potting,-1.01016911157,-1.86019975506,-2.87036886663,1
